,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
4997,625,80,Are you legally able to work in Canada?,Yes
2009,252,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1994,250,80,Are you comfortable with statistical analysis?,Yes
2207,276,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1648,207,90,How many years of experience do you have preparing statistical analysis?,4+ years
4781,598,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
45,6,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2519,315,90,Please indicate the required salary you are seeking for this position.,85000
150,19,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6116,765,80,How many years of experience do you have preparing statistical analysis?,4+ years
4656,583,100,Are you legally able to work in Canada?,Yes
4397,550,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2528,317,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3887,486,80,How many years of experience do you have working with SQL?,4+ years
5274,660,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
485,61,100,Are you legally able to work in Canada?,Yes
2238,280,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5745,719,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1101,138,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2558,320,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1346,169,100,Please indicate the required salary you are seeking for this position.,80000
2854,357,100,Please indicate the required salary you are seeking for this position.,"60,000"
5365,671,100,How many years of experience do you have working with SQL?,4+ years
2259,283,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
401,51,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
307,39,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4010,502,100,How many years of experience do you have working with SQL?,4+ years
1099,138,80,Are you legally able to work in Canada?,Yes
923,116,70,Are you legally able to work in Canada?,Yes
4504,564,90,How many years of experience do you have working with SQL?,4+ years
3540,443,70,Are you legally able to work in Canada?,Yes
3625,454,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5069,634,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1734,217,100,Are you legally able to work in Canada?,Yes
5987,749,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
1923,241,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1983,248,90,Are you legally able to work in Canada?,Yes
5194,650,70,Are you comfortable with statistical analysis?,Yes
2241,281,100,Please indicate the required salary you are seeking for this position.,79000
5427,679,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3042,381,100,How many years of experience do you have working with SQL?,4+ years
2034,255,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
2521,316,80,Please indicate the required salary you are seeking for this position.,90000
4721,591,90,How many years of experience do you have working with SQL?,2 to 3 years
1335,167,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5800,726,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
882,111,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
5885,736,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
2326,291,100,Please indicate the required salary you are seeking for this position.,60000
129,17,100,How many years of experience do you have working with SQL?,4+ years
2974,372,80,Please indicate the required salary you are seeking for this position.,85000
5415,677,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5979,748,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
6058,758,80,Are you comfortable with statistical analysis?,Yes
1981,248,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3698,463,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2520,316,80,Are you comfortable with statistical analysis?,Yes
6187,774,80,Are you legally able to work in Canada?,Yes
3624,454,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2162,271,100,How many years of experience do you have working with SQL?,4+ years
5813,727,90,How many years of experience do you have working with SQL?,2 to 3 years
2039,255,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5504,689,100,How many years of experience do you have working with SQL?,4+ years
3535,442,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2084,261,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2716,340,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
669,84,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3531,442,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
677,85,80,Are you legally able to work in Canada?,Yes
3575,447,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
4853,607,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
774,97,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
6335,792,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
967,121,90,Please indicate the required salary you are seeking for this position.,$85000
5537,693,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4591,574,60,Are you comfortable with statistical analysis?,Yes
4037,505,90,Please indicate the required salary you are seeking for this position.,80000
598,75,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
915,115,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
