,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
701,75,70,Are you comfortable with statistical analysis?,Yes
506,200,100,Please indicate the required salary you are seeking for this position.,0
25,124,90,Please indicate the required salary you are seeking for this position.,0
1754,142,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1324,72,100,Are you comfortable with statistical analysis?,Yes
146,19,80,Are you comfortable with statistical analysis?,Yes
1098,127,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1387,150,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1567,141,70,Are you comfortable with statistical analysis?,Yes
762,68,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
684,202,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1338,102,100,How many years of experience do you have working with SQL?,4+ years
914,34,100,Are you legally able to work in Canada?,Yes
1651,140,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
849,77,80,Please indicate the required salary you are seeking for this position.,90000
22,70,85,How many years of experience do you have working with SQL?,4+ years
1773,94,100,Are you legally able to work in Canada?,Yes
213,6,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1759,86,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
302,39,45,Are you comfortable with statistical analysis?,Yes
669,43,100,How many years of experience do you have preparing statistical analysis?,4+ years
1114,139,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1409,105,70,How many years of experience do you have working with SQL?,2 to 3 years
251,69,80,How many years of experience do you have working with SQL?,2 to 3 years
407,14,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
335,99,100,Are you comfortable with statistical analysis?,Yes
1095,94,100,Are you comfortable with statistical analysis?,Yes
33,42,100,Are you comfortable with statistical analysis?,Yes
751,34,100,How many years of experience do you have working with SQL?,4+ years
863,41,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
714,200,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
34,45,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
163,56,65,What is your self-determined level of expertise in Microsoft Excel?,Expert
344,111,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
123,36,80,How many years of experience do you have working with SQL?,2 to 3 years
944,152,100,How many years of experience do you have preparing statistical analysis?,4+ years
1018,125,80,How many years of experience do you have working with SQL?,2 to 3 years
1285,76,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
237,62,80,Are you legally able to work in Canada?,Yes
717,134,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
334,223,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1400,102,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
875,27,60,Are you legally able to work in Canada?,Yes
375,206,100,How many years of experience do you have working with SQL?,4+ years
1315,33,80,Are you legally able to work in Canada?,Yes
555,225,80,Are you comfortable with statistical analysis?,Yes
455,55,80,Are you comfortable with statistical analysis?,Yes
972,36,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1323,102,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
131,68,100,How many years of experience do you have working with SQL?,4+ years
799,41,60,How many years of experience do you have working with SQL?,0 to 1 year
807,26,80,Are you legally able to work in Canada?,Yes
1668,142,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
557,114,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
349,194,100,How many years of experience do you have preparing statistical analysis?,4+ years
1447,128,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
722,4,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
195,12,60,Please indicate the required salary you are seeking for this position.,"$67,000-$72,000"
1192,165,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1225,74,80,How many years of experience do you have working with SQL?,2 to 3 years
1622,163,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1336,117,70,Are you comfortable with statistical analysis?,Yes
1741,98,100,How many years of experience do you have preparing statistical analysis?,4+ years
1510,158,90,How many years of experience do you have preparing statistical analysis?,4+ years
1152,52,60,Are you comfortable with statistical analysis?,Yes
931,180,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1042,28,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1129,137,60,Are you comfortable with statistical analysis?,Yes
186,22,80,Are you comfortable with statistical analysis?,Yes
398,148,60,Are you legally able to work in Canada?,Yes
1168,129,50,How many years of experience do you have working with SQL?,0 to 1 year
367,61,80,Are you comfortable with statistical analysis?,Yes
991,216,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
924,169,70,How many years of experience do you have working with SQL?,2 to 3 years
1226,104,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
326,114,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
400,69,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1481,67,90,How many years of experience do you have preparing statistical analysis?,4+ years
1505,9,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3,24,80,Please indicate the required salary you are seeking for this position.,90000
61,45,60,Are you legally able to work in Canada?,Yes
1639,142,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
